key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
36,"Wächterauge",4,"Wächteraugen",1,0,1,2,0,"ModelChara#454",100,30,0,0,0,"Independent",0,0,0,8,30,True,False,False,True,True,0,,True,4431,1024,True,0,10,440,1,30,20,"Critter",613,2
37,"Dodo-Küken",4,"Dodo-Küken",1,0,1,2,0,"ModelChara#455",100,20,10,0,30,"Independent",0,0,0,8,31,True,False,False,False,True,0,,True,4432,1025,True,0,25,500,39,0,20,"Monster",620,2
38,"Kobalos-Larve",3,"Kobalos-Larven",1,0,1,1,0,"ModelChara#456",100,20,10,0,0,"Independent",0,0,0,8,32,True,False,False,False,False,0,,True,4433,1026,True,0,15,400,12,360,20,"Monster",626,2
39,"Steinbock-Stofftier",4,"Steinbock-Stofftiere",2,0,1,2,0,"ModelChara#457",85,30,0,0,0,"Obedient",0,0,0,8,205,False,True,True,False,False,0,,True,4434,1027,True,0,10,340,29,360,20,"Critter",623,1
40,"Apkallu-Küken",4,"Apkallu-Küken",1,0,1,2,0,"ModelChara#458",100,20,10,0,0,"Independent",0,0,0,8,34,True,False,True,False,True,0,,True,4435,1028,True,0,30,510,41,0,20,"Monster",620,1
41,"Baby-Goobbue",3,"Baby-Goobbue",1,0,1,1,0,"ModelChara#459",100,10,0,0,0,"Independent",0,0,0,8,35,True,False,False,False,False,0,,True,4436,1029,True,0,20,410,37,0,20,"Critter",620,2
42,"Mini-Pudding",4,"Mini-Puddings",1,0,1,0,0,"ModelChara#460",100,30,0,0,0,"Independent",0,0,0,8,36,True,False,False,True,False,0,,True,4437,1030,True,0,10,400,21,0,20,"Critter",620,2
43,"Aufzieh-Frontbrecher",4,"Aufzieh-Frontbrecher",2,0,1,0,0,"ModelChara#461",100,30,0,0,0,"Obedient",0,0,0,8,221,False,True,False,True,False,0,,True,4438,11003,True,0,10,340,25,360,20,"Critter",625,2
44,"Dämonenwürfel",4,"Dämonenwürfel",2,0,1,0,0,"ModelChara#462",100,10,5,0,30,"Independent",0,0,0,8,38,True,False,False,True,False,0,,True,4439,1031,True,0,15,390,38,120,20,"Monster",609,2
45,"Mini-Mull",4,"Mini-Mulle",2,0,1,0,0,"ModelChara#463",100,20,10,0,0,"Independent",0,0,0,8,39,True,False,False,False,True,0,,True,4440,1032,True,0,25,430,9,0,20,"Monster",620,1
46,"Schäfchen",4,"Schäfchen",1,0,1,2,0,"ModelChara#464",100,30,0,0,0,"Independent",0,0,0,10,40,True,False,True,False,True,0,,True,4441,1033,True,0,20,680,10,0,20,"Critter",620,1
47,"Schleimpfütze",3,"Schleimpfützen",1,0,1,1,0,"ModelChara#465",100,30,0,0,0,"Independent",0,0,0,8,41,True,False,False,True,False,0,,True,4451,1034,True,0,10,430,23,30,20,"Critter",606,2
48,"Kindragora",3,"Kindragoras",1,0,1,1,0,"ModelChara#466",90,10,10,30,0,"Independent",0,0,0,8,42,True,False,True,False,True,0,,True,4442,1025,True,0,15,360,1,120,20,"Monster",609,1
49,"Goblin-Stofftier",4,"Goblin-Stofftiere",2,0,1,2,0,"ModelChara#467",100,10,5,0,0,"Obedient",0,0,0,8,207,False,True,False,True,False,0,,True,4443,7001,True,0,15,435,26,120,20,"Monster",622,3
50,"Sylphen-Puppe",3,"Sylphen-Puppen",1,0,1,1,0,"ModelChara#468",100,30,0,0,0,"Obedient",0,0,0,8,208,False,True,True,False,False,0,,True,4449,7002,True,0,15,490,13,30,20,"Critter",621,3
51,"Zeigerhändchen",4,"Zeigerhändchen",1,0,1,2,0,"ModelChara#469",100,20,0,0,0,"Obedient",0,0,0,8,0,False,False,False,False,False,0,,True,4444,11501,True,0,15,400,14,30,20,"Monster",621,4
52,"Aufzieh-Luftschiff",4,"Aufzieh-Luftschiffe",2,0,1,2,0,"ModelChara#470",100,30,0,0,0,"Obedient",0,0,0,8,0,False,False,False,False,False,0,,True,4445,11001,True,0,25,465,11,360,20,"Monster",617,4
53,"Qiqirn-Stofftier",4,"Qiqirn-Stofftiere",2,0,1,2,0,"ModelChara#471",90,30,0,0,0,"Obedient",0,0,0,8,206,False,True,True,False,False,0,,True,4446,6001,True,0,15,380,44,0,30,"Critter",620,3
54,"schwarz[a] Chocobo-Küken",4,"schwarz[a] Chocobo-Küken",1,0,1,2,0,"ModelChara#505",100,30,0,30,0,"Independent",0,0,0,8,3,True,False,True,False,True,0,,True,4448,5,True,0,25,450,35,360,25,"Critter",634,1
55,"mechanisch[a] Dalamud",4,"mechanisch[a] Dalamuds",1,0,1,0,0,"ModelChara#472",100,30,0,0,0,"Obedient",0,0,0,8,0,False,False,False,False,False,0,,True,4447,11004,True,0,20,520,17,0,30,"Critter",620,4
56,"Mini-Gedankenschinder",4,"Mini-Gedankenschinder",2,0,1,0,0,"ModelChara#578",100,30,0,0,0,"Independent",0,0,0,8,49,True,False,False,False,True,0,,True,4461,1035,True,0,25,455,13,120,20,"Monster",616,2
57,"schnatterfaul[a] Kolibri",4,"schnatterfaul[a] Kolibris",1,0,1,0,0,"ModelChara#579",55,30,0,0,0,"Independent",3,0,0,8,50,True,False,True,False,True,0,,True,4462,1036,True,0,10,365,40,0,30,"Critter",631,1
58,"Aufzieh-Amalj'aa",4,"Aufzieh-Amalj'aa",1,0,1,0,0,"ModelChara#580",100,30,0,0,0,"Obedient",0,0,0,8,213,False,True,False,True,False,0,,True,4454,7003,True,0,10,465,12,360,20,"Monster",626,3
59,"Ixal-Puppe",3,"Ixal-Puppen",1,0,1,1,0,"ModelChara#581",100,30,0,30,0,"Obedient",0,0,0,8,214,False,True,False,True,False,0,,True,4474,7005,True,0,10,390,10,0,20,"Critter",620,3
60,"Kobold-Puppe",3,"Kobold-Puppen",1,0,1,1,0,"ModelChara#699",100,30,0,0,0,"Obedient",0,0,0,8,215,False,True,False,True,False,0,,True,4463,7006,True,0,10,440,13,120,20,"Critter",622,3
61,"Jung-Sahagin",4,"Jung-Sahagin",1,0,1,0,0,"ModelChara#700",100,30,0,0,0,"Obedient",0,0,0,8,216,False,True,False,True,False,0,,True,4464,7007,True,0,15,435,28,120,20,"Critter",605,3
62,"Golem",4,"Golems",1,0,1,0,0,"ModelChara#577",100,30,0,0,0,"Independent",0,0,0,8,51,True,False,False,False,True,0,,True,4455,13001,True,0,10,410,10,0,20,"Critter",620,2
63,"Aufzieh-Shantotto",3,"Aufzieh-Shantottos",1,0,1,1,0,"ModelChara#527",100,20,0,0,0,"Obedient",0,0,0,8,358,False,True,False,False,False,0,,True,4456,12111,True,0,25,525,9,0,20,"Critter",620,3
64,"Aufzieh-Edvya",3,"Aufzieh-Edvyas",1,0,1,1,0,"ModelChara#584",100,30,0,0,0,"Obedient",0,0,0,8,219,False,True,False,False,False,0,,True,4457,10007,True,0,15,360,23,120,30,"Critter",622,3
65,"portabl[a] Studiosonne",3,"portabl[a] Studiosonnen",1,0,1,1,0,"ModelChara#585",100,0,0,0,0,"Stationary",8,0,0,8,0,False,False,False,False,False,0,,True,4465,11502,True,0,15,440,10,0,20,"Critter",620,4
66,"Sitzkissen",4,"Sitzkissen",1,0,1,2,0,"ModelChara#586",100,30,0,0,0,"Stationary",12,0,0,8,0,False,False,False,False,False,0,,True,4466,11503,True,80,10,390,30,360,20,"Critter",623,4
67,"Begleiter[p] des Lichts",4,"Begleiter[p] des Lichts",2,0,1,0,0,"ModelChara#0",100,0,0,0,0,"Obedient",0,0,0,8,0,False,True,False,False,False,0,,True,4458,12011,False,0,10,100,0,0,20,"Critter",0,3
68,"Begleiter[p] des Lichts",4,"Begleiter[p] des Lichts",2,0,1,0,0,"ModelChara#587",100,10,0,70,0,"Obedient",0,0,0,8,223,False,True,False,False,False,0,,True,4550,12011,True,0,10,430,13,30,20,"Critter",604,3
69,"Begleiter[p] des Lichts",4,"Begleiter[p] des Lichts",2,0,1,0,0,"ModelChara#623",100,10,0,70,0,"Obedient",0,0,0,8,223,False,True,False,False,False,0,,True,4551,12011,True,0,10,420,27,360,30,"Critter",615,3
70,"Begleiter[p] des Lichts",4,"Begleiter[p] des Lichts",2,0,1,0,0,"ModelChara#624",100,10,0,70,0,"Obedient",0,0,0,8,223,False,True,False,False,False,0,,True,4552,12011,True,0,10,395,23,120,30,"Critter",610,3
71,"Aufzieh-Anführer",4,"Aufzieh-Anführer",2,0,1,0,0,"ModelChara#0",100,0,0,0,0,"Obedient",0,0,0,8,0,False,True,False,True,False,0,,True,4459,9015,False,0,20,100,0,0,20,"Critter",0,3
72,"Aufzieh-Merlwyb",3,"Aufzieh-Merlwybs",1,0,1,1,0,"ModelChara#626",100,10,0,0,0,"Obedient",0,0,0,8,224,False,True,False,True,False,0,,True,4554,9016,True,0,20,470,43,0,20,"Critter",620,3
73,"Aufzieh-Kan-E",3,"Aufzieh-Kan-Es",1,0,1,1,0,"ModelChara#627",100,10,0,0,0,"Obedient",0,0,0,8,224,False,True,False,True,False,0,,True,4553,9017,True,0,20,430,29,360,30,"Critter",623,3
74,"Aufzieh-Raubahn",4,"Aufzieh-Raubahns",1,0,1,0,0,"ModelChara#625",100,10,0,0,0,"Obedient",0,0,0,8,224,False,True,False,True,False,0,,True,4555,9018,True,0,20,470,19,120,30,"Critter",609,3
75,"Chocobo-Prinz",6,"Chocobo-Prinzen",1,0,1,0,0,"ModelChara#634",100,30,0,30,0,"Independent",0,0,0,8,3,True,False,True,False,True,0,,True,4460,6,True,0,10,365,14,30,20,"Critter",621,1
76,"Mini-Odin",4,"Mini-Odin",1,0,1,0,0,"ModelChara#683",90,5,10,0,0,"Independent",0,0,0,8,230,False,True,False,True,False,0,,True,4468,8007,True,80,30,500,1,120,20,"Monster",605,2
77,"Mini-Lichtkrieger",4,"Mini-Lichtkrieger",2,0,1,0,0,"ModelChara#684",80,10,0,0,0,"Obedient",0,0,0,8,235,False,True,False,True,False,0,,True,4467,12012,True,0,15,380,1,30,20,"Critter",604,3
78,"Aufzieh-Bahamut",4,"Aufzieh-Bahamut",1,0,1,0,0,"ModelChara#685",100,10,0,0,0,"Independent",0,0,0,8,0,True,False,False,False,False,118,,True,4469,2002,True,0,25,410,1,120,20,"Poppet",636,2
79,"Mogry-Stofftier",4,"Mogry-Stofftiere",1,0,1,2,0,"ModelChara#688",100,10,0,0,0,"Obedient",4,0,0,8,233,False,True,False,False,False,0,,True,4472,10,True,0,20,470,1,120,20,"Critter",614,3
80,"Stoff-Opo-Opo",4,"Stoff-Opo-Opos",1,0,1,0,0,"ModelChara#686",60,30,0,0,0,"Independent",1,0,0,8,52,True,False,True,False,False,0,,True,4470,1037,True,0,10,420,23,120,30,"Critter",605,1
81,"emsig[a] Besen",4,"emsig[a] Besen",1,0,1,0,0,"ModelChara#687",100,10,0,0,80,"Independent",0,0,0,5,0,False,False,False,False,False,0,,True,4471,11504,True,0,25,420,30,360,20,"Critter",623,4
82,"Sukkubus-Puppe",3,"Sukkubus-Puppen",1,0,1,1,0,"ModelChara#748",80,10,0,0,0,"Obedient",2,0,0,8,231,False,True,False,True,False,0,,True,4475,1038,True,0,10,340,11,360,30,"Critter",617,2
83,"Zu-Küken",4,"Zu-Küken",1,0,1,2,0,"ModelChara#682",100,30,0,0,0,"Independent",0,0,0,8,54,True,False,False,False,True,0,,True,4473,1039,True,0,10,450,9,0,20,"Critter",620,2
84,"Nanamo-Puppe",3,"Nanamo-Puppen",1,0,1,1,0,"ModelChara#751",80,10,0,0,0,"Obedient",1,0,0,8,266,False,True,True,False,False,0,,True,4499,9019,True,0,20,490,15,0,20,"Critter",620,3
85,"Aufzieh-Gilgamesch",3,"Aufzieh-Gilgamesche",1,0,1,0,0,"ModelChara#756",100,10,0,0,0,"Obedient",0,0,0,8,68,False,True,False,True,False,0,,True,4476,9501,True,0,25,485,5,360,30,"Monster",600,3
86,"Prinz Zwiebel",3,"Prinz Zwiebel",1,0,0,0,1,"ModelChara#742",100,10,20,0,0,"Independent",0,0,0,8,42,True,False,True,False,True,0,,True,4477,1025,True,0,15,440,31,0,30,"Critter",620,1
87,"Ritter Aubergine",3,"Ritter Aubergine",1,0,0,0,1,"ModelChara#743",100,15,10,0,0,"Independent",0,0,0,8,42,True,False,True,False,True,0,,True,4478,1025,True,0,15,415,12,360,20,"Critter",626,1
88,"Sir Knoblauch",3,"Sir Knoblauch",1,0,0,0,1,"ModelChara#744",100,15,10,0,0,"Independent",0,0,0,8,42,True,False,True,False,True,0,,True,4479,1025,True,0,15,435,11,360,20,"Critter",617,1
89,"König Tomate",3,"König Tomate",1,0,0,0,1,"ModelChara#745",100,10,10,0,0,"Independent",0,0,0,8,42,True,False,True,False,True,0,,True,4480,1025,True,0,20,355,9,0,20,"Critter",620,1
90,"Königin Mandragora",3,"Königin Mandragora",1,0,0,1,1,"ModelChara#746",100,25,5,0,0,"Independent",0,0,0,8,42,True,False,True,False,True,0,,True,4481,1025,True,0,30,560,27,360,30,"Critter",615,1
91,"Y'shtola-Puppe",3,"Y'shtola-Puppen",1,0,1,1,0,"ModelChara#750",100,10,0,0,0,"Obedient",0,0,0,8,262,False,True,False,True,False,0,,True,4500,9001,True,0,25,435,12,360,20,"Critter",618,3
92,"Aufzieh-Zwiebelritter",4,"Aufzieh-Zwiebelritter",2,0,1,0,0,"ModelChara#749",100,10,0,0,0,"Obedient",0,0,0,8,240,False,True,False,True,False,0,,True,4482,12031,True,90,15,430,21,0,20,"Critter",620,3
93,"Schatzkiste",3,"Schatzkisten",1,0,1,1,0,"ModelChara#747",100,5,10,0,0,"Independent",0,0,0,8,56,True,False,True,False,False,0,,True,4483,1040,True,0,15,390,8,30,20,"Critter",621,2
94,"Tapirjung[a]",3,"Tapirjung[a]",1,0,1,2,0,"ModelChara#754",80,30,0,0,0,"Independent",0,0,0,8,57,True,False,True,False,True,0,,True,4484,3001,True,0,10,390,23,120,30,"Critter",631,1
95,"Nana-Stoffbär",6,"Nana-Stoffbären",1,0,1,0,0,"ModelChara#752",100,20,0,0,0,"Obedient",0,0,0,8,238,False,True,False,True,False,0,,True,4485,3002,True,0,10,380,1,30,20,"Critter",604,1
96,"Miniaturlore",3,"Miniaturloren",1,0,1,1,0,"ModelChara#753",100,10,0,0,0,"Obedient",0,0,0,8,0,False,False,False,False,False,0,,True,4486,11505,True,0,15,415,25,360,20,"Critter",625,4
97,"Nussfresser",4,"Nussfresser",2,0,1,0,0,"ModelChara#755",100,10,0,0,30,"Independent",1,0,0,8,59,True,False,True,False,True,0,,True,4487,3003,True,0,30,450,36,360,30,"Critter",634,1
98,"Minfilia-Puppe",3,"Minfilia-Puppen",1,0,1,1,0,"ModelChara#797",100,10,0,0,0,"Obedient",0,0,0,8,262,False,True,False,True,False,0,,True,4488,9002,True,0,20,400,1,30,20,"Critter",604,3
99,"Thancred-Puppe",3,"Thancred-Puppen",1,0,1,1,0,"ModelChara#796",100,10,0,0,0,"Obedient",0,0,0,8,262,False,True,False,True,False,0,,True,4489,9003,True,0,20,450,35,360,30,"Critter",634,3
100,"Aufzieh-Magitek-Drohne",3,"Aufzieh-Magitek-Drohnen",1,0,1,1,0,"ModelChara#1016",100,10,0,0,0,"Independent",0,0,0,8,0,False,False,False,False,False,0,"ui/icon/000000/000001.tex",True,4516,11005,True,0,30,455,1,30,20,"Critter",612,2
101,"Wölkchen[p] der Dunkelheit",4,"Wölkchen[p] der Dunkelheit",1,0,1,2,0,"ModelChara#1017",80,10,0,0,0,"Obedient",2,0,0,8,232,False,True,False,True,False,0,,True,4517,2101,True,0,30,540,4,30,20,"Monster",612,2
102,"Ninki Nanka-Puppe",3,"Ninki Nanka-Puppen",1,0,1,1,0,"ModelChara#808",100,30,0,0,0,"Independent",0,0,0,8,60,True,False,True,False,False,0,,True,4490,1041,True,0,15,415,11,360,20,"Critter",617,2
103,"Panda-Stofftier",4,"Panda-Stofftiere",2,0,1,2,0,"ModelChara#816",100,20,0,0,0,"Obedient",0,0,0,8,241,False,True,True,False,False,0,,True,4491,3004,True,0,15,450,35,360,30,"Critter",634,1
104,"Aufzieh-Ultros",3,"Aufzieh-Ultrosse",2,0,1,0,0,"ModelChara#799",100,30,0,0,0,"Obedient",11,0,0,8,237,False,True,True,True,False,0,,True,4504,9503,True,0,20,395,18,360,30,"Critter",624,2
105,"Zuckerschneemann",2,"Zuckerschneemänner",2,0,1,0,0,"ModelChara#803",100,20,0,0,0,"Obedient",0,0,0,8,220,False,True,False,True,False,0,,True,4505,11507,True,0,15,420,44,0,30,"Critter",620,3
106,"Chocopummelchen",4,"Chocopummelchen",1,0,1,2,0,"ModelChara#800",100,1,0,0,0,"Obedient",0,0,0,8,0,False,False,False,False,True,0,,True,4506,7,True,90,15,360,42,0,20,"Critter",620,1
107,"Yda-Puppe",3,"Yda-Puppen",1,0,1,1,0,"ModelChara#878",100,10,0,0,0,"Obedient",0,0,0,8,262,False,True,False,True,False,0,,True,4501,9004,True,0,25,460,1,30,20,"Critter",606,3
108,"Papalymo-Puppe",3,"Papalymo-Puppen",1,0,1,1,0,"ModelChara#879",100,10,0,0,0,"Obedient",0,0,0,8,262,False,True,False,True,False,0,,True,4502,9005,True,0,20,420,20,120,20,"Critter",633,3
109,"Urianger-Puppe",3,"Urianger-Puppen",1,0,1,1,0,"ModelChara#880",100,10,0,0,0,"Obedient",0,0,0,8,262,False,True,False,True,False,0,,True,4503,9006,True,0,20,435,1,120,20,"Critter",616,3
110,"dick[a] Katze",3,"dick[a] Katze",1,0,1,1,0,"ModelChara#802",100,10,0,0,0,"Obedient",0,0,0,8,61,True,False,False,False,True,0,,True,4507,3005,True,0,10,380,12,360,20,"Monster",626,1
111,"Kleinfuß",2,"Kleinfüße",1,0,1,0,0,"ModelChara#801",100,10,0,0,0,"Independent",0,0,0,8,62,True,False,True,False,True,0,,True,4508,1042,True,0,15,410,1,30,20,"Critter",611,2
112,"Mini-Mumie",3,"Mini-Mumien",1,0,1,1,0,"ModelChara#798",100,5,10,0,0,"Independent",0,0,0,8,63,True,False,False,True,False,0,,True,4509,1043,True,0,15,475,23,30,20,"Monster",613,2
113,"Aufzieh-Enterprise",3,"Aufzieh-Enterprise",1,0,1,1,0,"ModelChara#887",100,10,0,0,0,"Obedient",0,0,0,8,0,False,False,False,False,False,0,,True,4497,11002,True,0,20,460,1,120,20,"Monster",629,4
114,"Mogry-Stoffpostbote",8,"Mogry-Stoffpostboten",1,0,1,0,0,"ModelChara#809",100,5,10,0,0,"Obedient",4,0,0,8,233,False,True,False,False,False,0,,True,4498,11,True,0,20,370,14,120,20,"Critter",614,3
