key,0,1,2,3
8,"ui/icon/070000/070508.tex","ui/icon/070000/070408.tex","Ul'dah und Sil'dih","Nachdem Belah'dia in Ul'dah und Sil'dih zerbrochen war, wurde die Kluft mit der Zeit nur tiefer. Die Geschichtsbücher sprechen von mehr und mehr eskalierenden Feindseligkeiten, wie schwer Sil'dih unter dem Zombie-Pulver litt und diese Alchemie den Konflikt letztlich zu einem grausamen Ende brachte. Ul'dah sollte sich später auf der gefallenen Metropole niederlassen, nach wie vor gespickt von den Ruinen des einstigen Widersachers<Indent/>- manche als Narben in der Landschaft, andere ungesehen tief unter der Erde. Jene Ruinen erwiesen sich bei der Verlegung der städtischen Wasserwege von unschätzbarem Wert und so wurde dieses unterirdische System als die Kanäle von Sil'dih bekannt. In Anbetracht der Tatsache, dass sich der Konflikt vor allem wegen Wasserquellen verschärfte, hinterlässt dieser Name doch einen besonders bitteren Geschmack in meinem Mund.
Abgesehen davon hätte es mich auch nicht überraschen sollen, dass uns eben jene Tunnel in andere Teile Sil'dihs führten. Dennoch war ich richtiggehend geschockt, mich plötzlich im Palast wiederzufinden! Wäre das Bauwerk nicht unter die Erde gesunken, hätten Thanalans Sand, Sonne und Wind es zweifelsohne zerfressen. Doch in ihrem kühlen, unterirdischen Kokon sind die Gemächer nahezu perfekt erhalten geblieben.
Wie selten es vorkommen mag, Ruinen in derlei gutem Zustand zu finden. Dieser Fund wird unsere Historiker noch jahrelang beschäftigen, sofern sie ihren Weg durch die verschlungenen Tunnel finden. Einen sicheren Weg zu schaffen, soll der erste Schritt sein."
9,"ui/icon/070000/070509.tex","ui/icon/070000/070409.tex","Die Fahnen gehisst","Als wir auf das Banner von Sil'dih stießen, unserer eigenen Flagge so ähnlich, wurde ich daran erinnert, dass die ersten Sultane dieser verfeindeten Nationen Zwillingsbrüder waren. Doch die Wappen haben mit brüderlichem Einklang wenig zu tun. Zu Belah'dias Zeiten thronten die Flamme der Magie und die Frucht der Weisheit auf den Waagschalen. Ul'dah machte sich die Flamme zu eigen und glich sie mit dem Diamant des Reichtums aus. Sil'dih hingegen wählte die Frucht und balancierte sie mit dem Helm der Macht. Jedes Königreich wähnte sich als den rechtmäßigen Erben von Belah'dia und so zeigten ihre Banner jeweils ihr reiches Vermächtnis.
Mit beiden Flaggen wurde ein Symbol der Stärke gehisst, doch der Unterschied liegt in ihrer jeweiligen Interpretation: Ul'dah glaubte an die Macht seiner Magie, während Sil'dih sich seinem Militär verschrieb. Die Gladiatoren in unserem Kolosseum könnten daher die direktesten Nachkommen von Sil'dihs Philosophie sein.
Denke ich jetzt an unsere Begegnung mit dem künstlichen Gladiator in den Ruinen zurück, muss ich zugeben, dass es kaum einen besseren Ausdruck dieser Glaubenssätze gibt: von der perfekten Traubenprägung auf seinem Helm bis zu seiner glänzenden Gestalt, die ebenso silbern glänzt wie die Waagschalen von Sil'dih. All die langen Jahre stand er Wache, dem toten Meister und dem gefallenen Reich treu ergeben. Ich muss die Feder nun niederlegen, ehe mich die Melancholie übermannt."
10,"ui/icon/070000/070510.tex","ui/icon/070000/070410.tex","Die Augen meiner Mutter","Bei den Göttern! Wie ist es diesem Dieb nur gelungen, in die gänzlich vor der Außenwelt verborgene Schatzkammer zu gelangen?! Außer der Pforte, die nur mein Schlüssel öffnen konnte, ist mir kein anderer Zugang in die Ruinen aufgefallen. Andererseits wimmelt es in ihnen derart von geheimen Gängen und Türen, dass es durchaus mehrere Eingänge als nur den mir bekannten geben muss.
Weitaus mehr beschäftigt mich jedoch die hastig verfasste Notiz, die unser Dieb hinterließ. Zweifelsohne bezog er sich auf „Nanasha-Malachit“, was wiederum mit einem der vielen Rätsel der Ruinen selbst zu tun haben muss. Doch gelingt mir der geistige Brückenschlag nicht, inwieweit das nun mit mir zu tun haben soll.
Nanasha-Malachit ist der Name, den Ul'dahs Juwelenschleifer eben jenem hochkarätigen Malachit verliehen, der in der wiedereröffneten Kupferglocken-Miene gefördert wurde. Das war natürlich nach der siebten Katastrophe, also nahm ich Anstoß an dem Fakt, dass sie den Namen meiner verstorbenen Mutter benutzten, um für ihre Waren zu werben.
Bis man mir selbst einen solchen Malachit zeigte. Mir war, als wäre der sanfte Schein von Mutters Augen in dem Gestein bewahrt und mir fehlten jegliche Worte des Einspruchs. Es war wahrhaftig der angemessenste Name für das wundervolle Grün."
11,"ui/icon/070000/070511.tex","ui/icon/070000/070411.tex","Das Vermächtnis der Thorne","„Kanäle von Sil'dih. Thorne. Lager.“ Diese Worte waren auf der Rückseite des Zettels geschrieben, die der Einbrecher hinterlassen hatte. Als wir sie fanden, war ich allerdings zu sehr von anderen Dingen abgelenkt, um mich angemessen mit ihnen zu befassen. Glaubte der Eindringling, dass sich irgendwo in den Kanälen eine geheime Kammer voller Reichtümer der Thorne befand? Eine seltsame Hoffnung, war das Haus Thorne doch vor allem für Aufrichtigkeit und Recht<SoftHyphen/>schaffen<SoftHyphen/>heit bekannt. Schließlich war es ein Sultan eben jener Dynastie, der die Regentschaft freiwillig wieder an das Haus Ul übertrug. Nichts in der Geschichte der Thornes deutet auf unrechtmäßigen Zugriff auf die königlichen Schatzkammern hin. Besäßen sie tatsächlich einen verborgenen Schatz, so wäre dieser dem Haus von Ul nicht nur bekannt, sondern auch genehmigt worden. Soll heißen, alle folgenden Sultane und Sultanas wären darüber informiert.
Mein Vater hätte zweifelsohne davon gewusst<Indent/>- und sprach er nicht von schlummernden Erinnerungen, die wir nicht vergessen dürfen? Ist dies eines der Geheimnisse, in die er mich in erwachsenem Alter hätte einweihen wollen?
In meinem Kopf schwirrten stets tausend Dinge, die meine Eltern damit gemeint haben könnten<Indent/>- eine Vorstellung bunter und wilder als die nächste. Und während Sil'dih zweifelsohne eine brisante Entdeckung war, so glaube ich doch, dass mein Vater noch eine gewichtigere Sache im Sinn hatte."
12,"ui/icon/070000/070512.tex","ui/icon/070000/070412.tex","Ein letzter Brief","Tief unter Ul'dah, in den verschlungenen Kanälen von Sil'dih, fanden wir eine Kammer, in der ein gar kostbares Erbe schlummert. Und im Zentrum ein Register, auf dem die stolzen Worte prangten: „Für Münze, Land und Kameraden setzen wir dieses Vertrauen in das Haus Ul.“
Diesem feierlichen Schwur, unterzeichnet vom letzten Sultan der Thorne, folgten viele Seiten eleganter Unterschriften, die allesamt aus der Feder der Herrschaftsfamilie Ul'dahs stammten. Der Name meines Vaters bildete den Abschluss. Es war auch diese Seite, in der ein gealterter Brief aus seiner Hand klemmte.
Hoffnungsschwanger an seine „geliebte Tochter Nanamo“ adressiert, erklärte er den Zweck dieser Kammer. Ein geheimer Ort, um den lediglich die Erben des Königshauses wissen und ein geschütztes Archiv, in dem die Beweise für Ul'dahs Allianz mit den Amalj'aa verwahrt sind. Die Tradition diktiert, dass dieses Geheimnis lediglich mündlich weitergegeben werden darf, aber Vater spürte, dass es in meinem Fall einer zusätzlichen Erklärung per Brief bedürfen könnte.
<Emphasis>„Geliebte Nanamo! Als wir diese Zeilen schreiben, fragen wir uns, zu was für einer Frau du wohl herangereift sein magst. Die Rolle der Sultana konfrontiert dich zweifelsohne mit Abertausend Heraus<SoftHyphen/>forde<SoftHyphen/>rungen, aber ganz gleich, welchen Weg deine Regentschaft auch einschlägt: Nie sollst du vergessen, dass du unser größter Stolz bist. Greife nach dem Glück, das dir jeder Tag beschert, denn Freude und Lachen sind mehr wert als alle Gil in Ul'dah.“</Emphasis>
Meine lieben, lieben Eltern<Indent/>... Seid euch versichert, dass die Tränen, die nun auf diese Seite fallen, keine Tränen des Kummers sind. Es ist der Stolz, mich eure Tochter nennen zu dürfen, der sie mich vergießen lässt."
13,"ui/icon/070000/070513.tex","ui/icon/070000/070413.tex","Die verlorene Tonfigur","Es war einmal ein Onmyoji von erstaunlichem Talent. Allerdings war er genauso gut im Herstellen von Talismanen wie im Verlieren selbiger. Dies grämte ihn sehr, und so erschuf er eine Reihe an Kisten, die auf magische Weise stets zu ihrem Besitzer zurückfanden, und verwendete diese fortan zur Aufbewahrung seiner Kreationen. Eines Tages geschah es jedoch, dass eine seiner Kisten gestohlen wurde. Ehe man sich versah, war die Kiste natürlich auch schon wieder in seinem Besitz. Allerdings <Emphasis>nur</Emphasis> die Kiste<Indent/>... Da die magische Eigenschaft seiner Erfindung sich nur auf die Kiste und nicht auf deren Inhalt bezog, wurden nämlich sämtliche Talismane entwendet, bevor sie sich wieder in seinen Händen befand.
Tokimori zufolge befinden sich einige dieser wundersamen Kisten nun im Shojo-in. Da sie auch zur Unterdrückung der Kräfte von allerlei Talismanen verwendet werden können, wurden in ihnen unter anderem Kuriositäten wie ein blutsaugendes Schwert und eine Tonfigur aufbewahrt. Die Kiste des Schwertes konnte ich zwar an mich bringen, das Behältnis der Tonfigur gilt seit den jüngsten Geschehnissen allerdings als verschollen. Über eben jene Tonfigur wird gesagt, dass sie durch das Anbringen in einem kleinen Zeremonialschrein den Pflanzen und Bäumen in der Umgebung neues Leben einzuhauchen vermag, sofern man sich vor dem Anbringen vor dem Schrein verbeugt. Daher war sie in der Ver<SoftHyphen/>gangen<SoftHyphen/>heit als Schutztalisman im Shojo-in zu finden. Doch Vorsicht: Die fahrlässige Benutzung dieser Figur soll angeblich dazu führen, dass die dem Talisman innewohnende Kraft außer Kontrolle gerät und den Berg auf negative Weise beeinflusst. Es ist also wahrscheinlich sicherer, die Tonfigur für weitere Unter<SoftHyphen/>such<SoftHyphen/>ungen erst einmal einzusammeln, falls sie gefunden wird."
14,"ui/icon/070000/070514.tex","ui/icon/070000/070414.tex","Das befleckte Schwert","Als in Hingashi die Flammen des Krieges lichterloh brannten, bahnten sich ein Mann und sein Schwert einen blutigen Pfad durch die Reihen ihrer Feinde. Sein Name war Moko. Ein General nach dem anderen fiel seiner Klinge zum Opfer, und so kam es, dass sein Blutdurst nicht nur seine Widersacher, sondern auch seinen eigenen Herren zutiefst erschütterte. Aus Erschütterung wurde Furcht und schließlich wurde Moko seine treue Klinge entwendet und in einem nächtlichen Attentat gegen ihn gerichtet. Der Krieger fiel in dieser Nacht, doch die Klinge seines Schwertes tränkte nunmehr ein tiefes Rot. Egal mit welchen Mitteln man es versuchte, die ominöse Färbung der Klinge ließ sich nicht mehr entfernen, ganz so, als verkörpere es nun den Groll Mokos oder seiner zahlreichen Opfer. Aus Furcht vor eben diesem Groll brachte man das Schwert zu den heiligen Quellen des Berges, um es von seinem unnatürlichen Rot zu reinigen. Doch dies bewirkte nur noch Schlimmeres: Die mysteriösen Kräfte des Berges erfüllten es mit ungeahnten Mächten. Seither treibt es jeden, der es wagt, es zu berühren, zu blutigen Gräueltaten.
Bei dem Berg in dieser Erzählung handelt es sich natürlich um den Rokkon. Denn wie Tokimori zu verlauten ließ, gibt es in den Tiefen des Berges einen See, gefüllt mit genau solchem Quellwasser, wie es in den Legenden aufgeführt ist. Es heißt, dass die Kraft der Geister in der Umgebung der Quelle besonders stark sei, und so kommt es auch nicht von ungefähr, dass ein Schrein mit allerhand bedeutungsvollen Talismanen in der Gegend errichtet worden sein soll. Zweifelsohne kann in solch einem Schrein so manches Artefakt gefunden werden. Es gibt dabei nur ein Problem: Allein der Hohepriester kennt die genaue Lage dieses Schreins und überall dort, wo ich ihn vermutet hätte, war keine Spur eines solchen Gebäudes zu finden. Es bleibt uns also nichts übrig, als nach einer anderen Möglichkeit zu suchen."
15,"ui/icon/070000/070515.tex","ui/icon/070000/070415.tex","Rüstungen sprechen nicht","Moko, der wohl gefürchtetste Kämpfer jener kriegerischen Zeit. Seine Rüstung wurde von seinen Nachfahren mit höchster Sorgfalt verwahrt und instand gehalten. Eines Morgens jedoch fand man sie blutbefleckt neben der Leiche eines vermeintlichen Diebes im Garten des Familienanwesens vor<Indent/>... Schnell kamen die Leute zu dem Schluss, dass der Geist eines Vorfahren die Rüstung zur Verteidigung des Hab und Guts des Anwesens benutzt haben müsse. Die derzeitigen Besitzer der Rüstung, also Mokos Nachfahren, mussten nun jedoch mit der Sorge einer sich selbst bewegenden Geisterrüstung leben. Aufgrund dieser Sorge entschieden sie sich letztendlich dazu, ihren Familienschatz in die Obhut der Mönche des Shojo-in zu geben.
Im Fernen Osten gibt es ein bekanntes Sprichwort: „Die Götter wohnen in allen Dingen“. Allgemein sind damit nicht nur wirkliche Götter, sondern auch Wesen der Natur, wie Golems oder Exergone, Geister und Seelen der Verstorbenen, aber auch Bestien und Tiere gemeint, die eine gewisse Spiritualität erlangt haben. Es stellt sich also die Frage, ob die Rüstung des Moko in dieselbe Kategorie fällt. Nach solch langer Zeit ist es zwar schwer, den wahren Ursprung hinter alldem zu ergründen, doch immerhin ist dies der Rokkon, jener von mysteriösen Kräften durchsetzte Berg. Ob es nun an der ätherreichen Umgebung liegt oder ob sie Geister von Natur aus anzulocken vermag, die Rüstung ist zu monströsen Maßen herangewachsen. Man sollte sich gründlich überlegen, ob man wirklich wie der Dieb aus der Erzählung enden will<Indent/>..."
16,"ui/icon/070000/070516.tex","ui/icon/070000/070416.tex","Die göttliche Schmiede","Die Erfolgsgeschichte des Dorfschmieds Nanakusa aus Nord-Shishu, der zu einem der berühmtesten Schwertschmiede überhaupt wurde, erfreut sich unter Hingashis Bevölkerung äußerst großer Beliebtheit. Am bekanntesten ist wohl, dass Nanakusa sich bei vier seiner Kreationen von den vier Tierheiligen hat inspirieren lassen.
Zwei Schwerter, „Sekitei“ und „Seitei“, führte der Geist der Rüstung, während die anderen beiden Schwerter unter den Namen „Hakutei“ und „Kokutei“ bekannt sind. Die Schönheit dieser vier Klingen sorgte für Nanakusas rasanten Aufstieg, weshalb ihm von so manch einem Neider göttliche Hilfe nachgesagt wurde. In diesem Zusammenhang ist es auch interessant zu wissen, dass „Hakutei“ oft in einem Atemzug mit dem legendären Schwert „Kazedan“ genannt wird.
Tsubaki zufolge haben sich durch die Errichtung von Nanakusas Schmiede in der Nähe des Rokkon einige Meisterschmiede von Nah und Fern versammelt, sodass Nord-Shishu heutzutage als größtes Produktionsgebiet für Schwerter erster Güteklasse gilt. Weiterhin hat diese Ansammlung der mit Feuer arbeitenden Schmieden für das vermehrte Aufkommen von allerhand Festivitäten zur Huldigung der Kami des Feuers gesorgt. Das wohl wichtigste dieser Feste ist das „Fest der drei Laternen“, bei dem die Schmiede drei große Laternen anzünden. Bei diesem Ritual wird um die Gnade der Kami des Feuers gebetet, auf dass sie den Schmiedekreationen der Ver<SoftHyphen/>gangen<SoftHyphen/>heit, Gegenwart und Zukunft ihre Kraft schenken mögen. Was auch der Grund sein mag, die Zahl „Drei“ gilt für viele als „glückbringend“, manche halten all dies jedoch für Aberglauben."
17,"ui/icon/070000/070517.tex","ui/icon/070000/070417.tex","Spielen und gespielt werden","Vor langer, langer Zeit nutzte ein Instrumentenbauer all sein Wissen und seine Fingerfertigkeit, um eine Biwa von unvorstellbarer Eleganz und Schönheit zu schaffen. Das Ergebnis seiner Arbeit war von solch einer Perfektion, dass er sich entschied, sie nur dem Besten der Besten zu überlassen. Jahr um Jahr zog ins Land, doch kein Musiker erwies sich unter seinem Kennerblick als würdig. Als der Instrumentenbauer alt und gebrechlich wurde, geschah es endlich, dass eine wandernde Musikerin die lieblichsten aller Klänge aus der Biwa hervorzulocken vermochte und sich so das Instrument zu eigen machte. Mit der Biwa in der Hand bereiste die Frau die Weiten Hingashis und brachte mit ihren Vorführungen die Herzen der Bevölkerung zum Glühen. Nachdem der Instrumentenbauer eines Tages ob seines hohen Alters dahingeschieden war, verschwanden die Musikerin und ihre Biwa ohne jegliche Spur. Wenn man die Zuschauer ihrer beliebten Vorstellungen bezüglich dieser Vorkommnisse fragt, gibt es nicht wenige, die fest an die Verwicklung eines der Biwa innewohnenden Geistes glauben. Solche sogenannten Tsukumogami unterscheiden sich auf verschiedenste Art und Weise, zum Beispiel in ihrer Manifestation und ob sie Glück oder Unglück zu verbreiten suchen. Allgemein sind Gegenstände mit kuriosen Hintergrundgeschichten aufgrund ihrer Berühmtheit bei Sammlern äußerst beliebt. Wenn aber noch hinzukommt, dass ein solcher Gegenstand von einem Tsukumogami beseelt ist, erhöht sich der Wert um ein Vielfaches. Allerdings nur, wenn es sich um einen gutwilligen Tsukumogami handelt. Da das Besitzen von Artefakten mit böswilligen Geistern ein enormes Risiko birgt, ist es nämlich ganz und gar nicht einfach, willige Käufer zu finden."
18,"ui/icon/070000/070518.tex","ui/icon/070000/070418.tex","Die Gier nach Gil","In einem beschaulichen Dörfchen lebte einst ein frommes Mädchen. Es war so gläubig, dass selbst, als eines Tages die Ernte ausfiel, es seine Essensvorräte regelmäßig den Kami im Gebet für eine reiche Ernte als Opfer darbrachte. Eines Nachts jedoch erschien dem Mädchen eine sonderbare Gestalt in ihren Träumen. Als sie schließlich erwachte, lag ein kleiner Hammer neben ihrem Kissen. Dabei handelte es sich wohl um den sogenannten „Wunderhammer“. In tiefem Gebet versunken, schwang das Mädchen den Hammer - und zu ihrem Erstaunen strömte eine riesige Menge Reiskörner hervor. Das Mädchen war gerettet, doch nach einiger Zeit vergaß sie ihre Gebete vollständig und wurde von Hochmut gepackt. Sie fing an, mit dem Hammer Münzen in rauen Mengen zu beschwören und in Saus und Braus zu leben. Hochmut kommt bekanntlich vor dem Fall und so verbreitete sich das Gerücht des Wunderhammers wie ein Wildfeuer, bis eines Tages ein Oni den Hammer stahl und das Mädchen tötete.
Es ist wohl Berufskrankheit, dass ich die Idee eines Wunderhammers zum Reichwerden höchst bedauerlich finde, wo es doch so viele andere Möglichkeiten zur Gilvermehrung gibt. Ein bisschen erinnert diese Geschichte mich aber auch an jenen Tag, als ich noch als Waisenkind die Gassen Ul'dahs mein Zuhause nannte und plötzlich von Herrn Lolorito einen großen Batzen Gil überreicht bekommen hatte. Was waren seine Worte noch gleich? „Ich hab gehört, dass es hier einen fähigen kleinen Streuner geben soll. Zeig mir, was du kannst und verdopple das Geld bis morgen!“. Ich wusste natürlich auch damals bereits, wer da vor mir stand, und so tat ich, wie mir aufgetragen wurde, woraufhin ich zur Ostaldenard-Handelsgesellschaft eingeladen wurde. Ich will mir gar nicht vorstellen, was mit mir passiert wäre, hätte ich das Geld verschwendet wie das Mädchen in der Geschichte<Indent/>..."
19,"ui/icon/070000/070519.tex","ui/icon/070000/070419.tex","Der Laternengeist leuchtet den Weg","In jener Nacht verdeckten düstere Wolken den sonst so hell strahlenden Mond. Eine Gruppe Samurai erspähte während ihrer nächtlichen Patrouille das schwache Leuchten einer Laterne in der Ferne. Unschlüssig, wer sich zu so später Stunde noch auf diesen Pfaden befinden könne, näherten sich die Krieger dem Schein. Zu ihrer Überraschung fanden sie dort jedoch nur eine brennende Laterne, welche einsam auf dem Weg lag. Von ihrem Besitzer fand sich weit und breit keine Spur.
Waren die Samurai von dieser Entdeckung auch beunruhigt, so streckte einer aus Sorge um einen möglichen Brand seine Hand nach der Laterne aus. Just in diesem Moment erschienen zahllose Irrlichter und begannen, um die Gruppe herumzutanzen. Gleichzeitig ertönte ein lautes, hämisches Lachen, das den Samurai das Blut in ihren Adern gefrieren ließ. Plötzlich erloschen die Lichter und hüllten den Weg wieder in vollständige Dunkelheit, als wäre nichts gewesen.
Dies ist eine von vielen Geschichten über „Laternengeister“, die man sich in Hingashi erzählt. In den meisten Fällen begnügen sich diese Wesen damit, ihre Opfer lediglich zu erschrecken. Ich hätte mir daher in meinen wildesten Träumen nicht vorstellen können, dass wir auf dem Rokkon von solchen Geistern angegriffen werden würden. Laut Tokimori wurden Laternen dieser Art oft von Hohepriestern verwendet, es ist also naheliegend, dass sie lediglich Shojo-in vor fremden Eindringlingen beschützen wollten. Ich habe eine Laterne auch in ihrer ungefährlichen Form noch einmal genauer untersucht und dabei diese Inschrift entdeckt: „Ein Leuchtfeuer in der Dunkelheit der Nacht, gemäß des Rituals der Kami des Feuers, erhellt den goldenen Pfad.“ Ich bin mir leider nicht sicher, was genau damit gemeint sein soll."
20,"ui/icon/070000/070520.tex","ui/icon/070000/070420.tex","Die Kühnheit des Tüchtigen","Es war einmal ein tüchtiger junger Mann, der in einem Bauerndorf nahe des Rokkon lebte und stets mit Herzblut seiner Feldarbeit nachging. Eines Tages, wie immer auf seine Arbeit fokussiert, ließ ihn ein schriller Schrei aufblicken. Vor sich sah er eine furcht<SoftHyphen/>ein<SoftHyphen/>flößende Bestie, die kurz davor war, sich auf die übrigen Dorfbewohner zu stürzen. Dieser Anblick versetzte den Mann in Panik, und er erinnerte sich an Gerüchte über ein Monster, welches in letzter Zeit auch andere Siedlungen zerstört und dessen Bewohner gefressen habe. Seine Familie, seine Freunde, sie alle waren in höchster Gefahr! Der Mann nahm seinen gesamten Mut zusammen und schleuderte seine Feldhacke auf die Bestie. Diese bohrte sich mit erstaunlicher Präzision in den Schwachpunkt des Ungeheuers, das vor Schreck zurück auf den Berg flüchtete. Seit diesem Tag findet in jenem Dorf ein traditionelles Fest für Schutz und gute Ernte statt, bei dem Feldhacken auf als Ungeheuer zurechtgemachte Strohballen geworfen werden.
Auf der Hacke, die wir gefunden haben, fand sich die Einkerbung „Nanakusa“, der Name eines berühmten Schwertschmieds. Allerdings heißt es, er habe in seinen jungen Jahren mit der Herstellung von Feldgeräten seinen Lebens<SoftHyphen/>unter<SoftHyphen/>halt verdient. Der Privatschmied von Rowenas Haus der Wunder schmiedet scheinbar auch immer Kessel, um seine Zeche in der Schenke zu begleichen, das haben Handwerker wohl einfach so an sich. Über Nanakusa gibt es noch unzählige weitere Geschichten. Am bekanntesten ist jedoch, dass er die vier Tierheiligen besonders verehrte und seine Schmiede daher von vier prächtigen Statuen der Heiligen geziert wurde."
21,"ui/icon/070000/070521.tex","ui/icon/070000/070421.tex","Des Kriegers Ehre","In ganz Hingashi existieren sogenannte „Schlüsselsteine“, welche die Region vor Erdbeben bewahren sollen. Auch auf dem Rokkon finden sich derlei Steine, über die man sich folgende Geschichte erzählt: Es war einmal ein wandernder Krieger, welcher auf seiner Pilgerfahrt an einem Schlüsselstein vorbeikam. Just in dem Moment, als er seine Hand auf den Stein legte, stürzte eine wilde Bestie, in deren Brust eine Feldhacke steckte, aus dem Dickicht hervor. Der Krieger nahm sofort seine altbewährte Naginata zur Hand und ging zum Gegenangriff über. Seine Stiche taten Wirkung, und das Ungeheuer, sich windend vor Schmerz, verlor die Orientierung und rannte mit voller Wucht in den Schlüsselstein<Indent/>... Woraufhin der Boden ein ohrenbetäubendes Dröhnen von sich gab. In Erwartung eines großen Erdbebens ließ der Krieger seine Waffe los und brachte Distanz zwischen sich und der Bestie, welche mit der nach wie vor in ihr steckenden Naginata Hals über Kopf das Weite suchte. Das Dröhnen der Erde verklang nach einiger Zeit wieder ohne weitere Vorkommnisse, während der Krieger den Schlüsselstein vom Blut des Ungeheuers reinigte.
Es gibt zahllose Theorien über das Körnchen Wahrheit in dieser Geschichte. Manche sagen, der Krieger habe die Bestie erlegt, andere vermuten, ihr unheimlicher, schriller Schrei habe das Dröhnen der Erde ausgelöst. Hingashi ist schon seit Urzeiten sehr anfällig für Erdbeben, da ist es nicht verwunderlich, dass Katastrophen wie diese oft in Geschichten als götterähnliche Wesen beschrieben und bekämpft werden. Wie mir zu Ohren gekommen ist, vertritt ein bestimmter Forscher der Magieakademie von Sharlayan die Theorie, dass Schlüsselsteinen eine besondere Art Magie innewohnt und sie durch ihre Platzierung an Knotenpunkten des Ätherstroms eben diesen stabilisieren."
22,"ui/icon/070000/070522.tex","ui/icon/070000/070422.tex","Das Siegel des Mönchs","Es war einmal ein angehender Mönch, welcher sich in den entlegensten Winkeln des Rokkon seiner Meditation hingab. Um ihn herum war nichts als absolute Stille, die nicht einmal vom Rascheln der Blätter gestört wurde. Plötzlich brach das Geräusch von Schritten im Gras die Konzentration des Mönchs. Er öffnete seine Augen, neugierig, wer sich in diese Gefilde verirren möge, und erblickte eine ungewöhnliche Bestie, in deren Brust sowohl eine Feldhacke als auch eine Naginata steckten.
Der junge Mönch erkannte das Ungeheuer direkt als Shishio, den König der Nue, und nahm seinen Priesterstab zur Hand, um sich zu verteidigen. Fühlte er auch einen Hauch an Mitleid, wie er das verwundete Ungeheuer um sein Leben ringen sah, so wusste er, dass es nur mehr Leid bringen würde, es ziehen zu lassen. Nach einem erbitterten Kampf rammte der Mönch schließlich seinen Stab in die Bestie und versiegelte sie so in den Felsen des Berges. Man sagt, dass jener Mönch hiernach den Tempel Shojo-in erbaute, um stets ein Auge auf das Siegel haben zu können.
Stäbe, wie sie dieser Mönch verwendete, sind weitaus mächtiger, als ihr Aussehen und Name es vermuten lassen. Die Töne, die sie erklingen lassen, können sowohl dämonische Kräfte vertreiben als auch ihre Besitzer vor Unheil bewahren. Selbst jemand wie ich, der über keinerlei kämpferisches Talent verfügt, hätte einen dieser Stäbe als Wanderstock verwenden können, um den Aufstieg auf den Rokkon zumindest etwas zu erleichtern. Trotz allem bin ich froh, dass sich das Ausmaß unserer Abenteuer doch noch in Grenzen hält, die jemand wie ich überwältigen kann. Sollten wir aber bei unserer nächsten Erkundung auf noch steilere Klippen oder Kistenstapel stoßen, werde ich wahrscheinlich die Flinte ins Korn werfen."
23,"ui/icon/070000/070523.tex","ui/icon/070000/070423.tex","Wieder<SoftHyphen/>sehen unter Blumen","Es war einmal ein Onmyoji, den der frühe Tod seiner geliebten Frau sehr schwer traf. Selbst im hohen Alter trauerte er noch wie am ersten Tag. Der Kirschblütenbaum, den er mit seiner Frau als Zeichen ihres Bundes gepflanzt hatte, trug ebenfalls jedes Jahr weniger und weniger Blüten. Als er sah, wie selbst diese letzte Erinnerung an seine Frau zu vergehen drohte, wünschte sich der Mann mit all seiner Kraft, dass wenigstens dieser Baum wieder wie einst erblühen möge. Just in diesem Moment begann die Tonfigur zu leuchten, die seine Frau<Indent/>- ebenfalls Onmyoji<Indent/>- zu Lebzeiten erschaffen hatte, und ließ den Kirschblütenbaum erneut in seinem jugendlichen Glanz erstrahlen. Der Mann sah dieses Wunder als den Versuch seiner Frau, ihn trösten zu wollen, woraufhin er neuen Mut fasste und sich für den Rest seines Lebens mit Hingabe um den Baum kümmerte. Es heißt, er habe hiernach unsere Welt friedlich und umringt von Blumen in voller Blüte verlassen.
Bei Kirschblüten muss ich direkt wieder an Yozakura denken, diese Kunoichi, die sich uns in den Weg gestellt hatte. Wie Tsubaki mir später berichtete, wurde Yozakura scheinbar als Nachkomme eines als „Die Verborgenen der Blüte“ bekannten Volkes großgezogen und beherrschte deren traditionelles Blumen-Ninjutsu mit überragender Geschicklichkeit. Es scheint naheliegend, dass sie im Auftrag von Uzumibi auf den Rokkon entsandt wurde. Laut Tokimori half sie den Leuten dort bei der Evakuierung und fiel einem Ungeheuer zum Opfer, als sie versuchte, ein kleines Kind zu beschützen. Die Vorstellung, dass ihr Leichnam nun von finsteren Mächten kontrolliert wird, schmerzt mich zutiefst."
